input,best_output,score
中国运动员第一次打破世界纪录是在哪一年,许海峰。中国第一个获得奥运会金牌的运动员是许海峰,0.7890625
"明朝民歌《京师人为严嵩语》中,""看你横行到几时""说的是哪种动物?",螃蟹。同时，明朝时期用以讽刺严嵩的民歌《京师人为严嵩语》“但将冷眼观螃蟹，看尔横行到几时”，文中“螃蟹”也被改为“河蟹”，就成了“但将冷眼观河蟹，看尔横行到几时”，而于网络上流行。,0.76171875
"中国古代的足球运动在公元前300年就已盛行,当时这项运动叫什么?","中国。最早的足球被叫做蹴鞠(由中国人发明),现代足球发展于英国足球的最早起源在中国.唐朝的时候，就盛行一种""蹴鞠""运动，这个""鞠""就是现代足球的""胚胎""",0.828125
世界上最大的禽类蛋是现存的哪种动物的蛋?,"鸵鸟。现在世界上最大的鸟：鸵鸟,分布于非洲和阿拉伯半岛的部分地区",0.7734375
《西游记》中二郎神身边的神犬名叫什么?,李靖。西游记《西游记》讲的是托塔天王李靖的第三子。,0.79296875
哪种花卉有“花中君子”之称？,牡丹。国色天香为洛阳牡丹的别称。,0.73828125
电影《辛德勒的名单》获得过多少项奥斯卡大奖：,7项。获得第71届奥斯卡最佳导演、最佳摄影、最佳录音、最佳剪辑、最佳音效共5座小金人！再介绍你一部二战的电影，也是斯皮尔伯格导演的——《辛德勒的名单》本片获得第66届奥斯卡7项大奖——最佳电影、最佳导演、最佳编剧、最佳摄影、最佳艺术指导、最...,0.78515625
世界上最长的河流是:,智利。世界上领土最狭长的国家是智利,0.74609375
武汉别称“江城”，成都别称是什么？,拉萨。日光城是拉萨的别称。,0.73046875
钻石是以克拉为计量单位的，请问“一克拉”等于多少公克,克拉。质量单位卡，或译克拉、克拉（carat），是钻石的质量单位。,0.84765625
古人所称的汤饼即现在的什么：,春盘。据传在东晋时代就有了春卷，当时称之为“春盘”,0.70703125
为了使水尽快结冰，你应该放入,白糖。冷天用发酵粉发面，加上一些白糖，可缩短发酵...,0.6171875
世界上出产铝土最多的国家,南非。世界上出产黄金最多的国家——南非,0.80078125
近代中国第一个系统介绍西方资产阶级文化的启蒙思想家是：,"严复。10.1915年陈独秀、李大钊、鲁迅等激进民主主义者,...总教习严复译述《天演论》,把西方进化论学说介绍到...思想广为传播,对人类社会的发展产生了深远的影响",0.7265625
由亚非国家组成的世界羽毛球联合会成立于哪一年？,洛桑。国际奥委会总部设在瑞士洛桑国际奥林匹克委员会于1894年6月23日成立，共有49个体育组织和12个国家的79名代表参加在巴黎举行的成立大会,0.66796875
“千湖之国”芬兰大约有多少个湖泊,"6万。欧洲陆地面积1016万平方千米(包括岛屿),约占世界陆地总面积的6.8%,仅大于大洋...如芬兰素有“千湖之国”的称号,全境大小湖泊有6万个以上,内陆水域面积占全国总...",0.71484375
十二生肖中排在羊后面的动物是什么?,猴。马前是蛇，羊后是猴,0.78125
镇江在哪？,苏。江苏省简称为“苏”,0.73046875
"电影《白毛女》中,抢走喜儿的地主叫什么名字?",黄世仁。主要情节是：恶霸地主黄世仁逼死了善良老实的佃户杨白劳，抢走了他的女儿喜儿并奸污了她，最后又逼得她逃进深山。,0.72265625
声音的等级是用什么来表示的？,分贝。分贝分贝是用来表示声音强度的单位，记为db。,0.8046875
"诸葛亮隐居隆中时,常自比管仲和哪位历史人物?","刘备。三顾茅庐典故三顾茅庐的故事出自名著《三国演义》,把刘备三次亲自敦请诸葛亮的这件事叫做“三顾茅庐”，充分体现了刘备求贤若渴的精神，被世代传为佳话。",0.73828125
罗马尼亚的首都叫什么名字？,意大利。罗马现为意大利首都，是意大利最大的城市。,0.67578125
机械中，hrc表示什么硬度？,分贝。分贝分贝是用来表示声音强度的单位，记为db。,0.65625
2012年伦敦奥运中击败韩国选手朴泰恒一举夺冠的中国游泳选手是谁?,孙杨。朴泰桓在400米自由泳上近年来是世界上最强的运动员之一，他在上届奥运会上是金牌得主，这次是他的卫冕之战，赛前他的教练放出豪言说他能打破200米自由泳的世界纪录，而在400米预赛上由于一点误会被取消资格后有重返赛场，后来孙杨夺冠，韩国媒体...,0.828125
吻得太逼真是谁的歌？,刘若英。《一辈子的孤单》原唱刘若英,0.71875
"《封神演义》中,哪吒的父亲托塔李天王名叫什么?",李靖。西游记《西游记》讲的是托塔天王李靖的第三子。,0.8203125
弘一法师是谁,感业寺。1、武则天出家于感业寺,0.69921875
用来测量力大小的仪器叫什么,千克。质量的国际单位是千克，其它常用单位有吨、克、毫克等。,0.66015625
什么花的花语是自由？,郁金香。荷兰的国花是：郁金香,0.7734375
亚里士多德是哪位古希腊伟大的哲学家的弟子?,柏拉图。古希腊三大哲学家苏格拉底（公元前469——前399）socrates古希腊唯心主义哲学家柏拉图（公元前427-前347年）platon生于雅典一个名门奴隶主家庭，古希腊客观唯心主义哲学家，是苏格拉底的学生，亚里士多德的老师亚里士多德(公元前384～前322)...,0.74609375
谢霆锋与张柏芝离婚后，孩子跟谁啊？,王岳伦。李湘现在的老公是著名导演王岳伦,0.7421875
半路杀出了个谁？人名,阴阳。阴阳，李连杰在敢死队1-3里的代号,0.64453125
"永远25岁有""校长""一称的香港老牌流行男歌手是哪位?",黎明。同年，黎明与张学友、刘德华、郭富城并称为“香港四大天王”。,0.72265625
"炉边谈话是美国大萧条时期,哪位总统进行的著名政治公关活动?",罗斯福。富兰克林·罗斯福：四次“炉边谈话”与第一次新政在华盛顿的罗斯福广场，我们可以看到这样一个塑像：一个穿着平常服装的平民，坐在房间一角，侧着脑袋，正全神贯注地听着什么，原来他是在听罗斯福的“炉边谈话”,0.74609375
"近日,从德甲多特蒙德队转会至英超曼联队的日本著名足球运动员是谁?","兰帕德。1978年6月20日-),是一名司职中场的英格兰足球运动员,目前效力于英超的切尔西...弗兰克·兰帕德是英格兰足球俱乐部切尔西的中场球员,身穿8号球衣的那个,在足坛有着...",0.78515625
世界上岛屿最多的海是?,太平洋。最大的是太平洋，最小的是北冰洋,0.76171875
"97年《还珠格格》中,因饰演小燕子一角而红遍亚洲的女演员是谁?",陈德容。《梅花烙》是中国台湾女作家琼瑶小说三部曲《梅花三弄》系列的第一部，电视剧版由陈德容、马景涛领衔主演，同时也是最受欢迎、知名度最高的琼瑶剧之一。,0.76171875
"月发行量超过千万册,有""中国人的心灵读本""""中国第一期刊品牌""称号的杂志是什么?",读者。读者从创刊时月发行量3万册，到2005年4月份月发行量已达910万册，居中国第一，世界综合类期刊第四位在广大读者和各级政府、管理部门及社会各界的大力支持帮助下，迄今已走过了二十多年的风雨历程,0.73828125
"位于湖南省岳麓山下,中国四大名亭之一的是哪个亭?",爱晚亭。安徽滁县醉翁亭、北京陶然亭、湖南长沙爱晚亭、浙江杭州湖心亭被称为中国“四大名亭”【醉翁亭】坐落在安徽滁州市西南琅琊山麓，是安徽省著名古迹之一，宋代大散文家欧阳修写的传世之作《醉翁亭记》心的就是此亭,0.7265625
诺贝尔奖奖项不包括哪一项？,普利策奖。普利策奖也称普利策新闻奖：美国最高的新闻奖,0.7109375
目前世界上人口最多的是哪个民族?,壮族。我国共有56个民族，人口最多的是汉族，其中壮族是我国人口最多的少数民族．故答案为：汉；壮族．,0.6953125
仙人掌国属于那个国家,智利。世界上领土最狭长的国家是智利,0.7265625
三亚有什么之称,苏。江苏省简称为“苏”,0.64453125
汉穆拉比法典，是西元前那个国家谁颁布,古巴比伦。《汉谟拉比法典》（hammurabicode）是古巴比伦国王汉谟拉比（约公元前1792一前1750年在位）颁布的法律汇编，是最具代表性的楔形文字法典，也是迄今世界上最早的一部完整保存下来的成文法典,0.796875
英国首都在那？,广州。广州市是广东的省会！,0.6796875
水浒传母夜叉和一丈青是谁,史进。梁山一百单八将中第一个出场的人物及其绰号是:（九纹龙史进）,0.765625
"十二地支相对十二生肖,""申""对应的是什么生肖?",兔。1975年出生的人是属兔的,0.76953125
示儿是谁写的.,邓拓。《燕山夜话》的作者邓拓是个书法家,0.703125
诗人吕岩是哪个朝代的？,邓拓。《燕山夜话》的作者邓拓是个书法家,0.6953125
指树木在一年内生长所产生的一个会在横断面上形成的一个个圈叫什么?,年轮。年轮是生长在温带的树木主干横断面上的同心圆．由于一年内季候不同，由形成层活动所增生的木质部构造亦有差别．春夏两季气温较高，生长旺盛，细胞较大，木质较松；秋冬两季生长缓慢，细胞较小，木质较紧．这两层木质部形成同心轮纹，根据轮纹，...,0.73046875
90年北京亚运会的吉祥物大熊猫叫什么名字?,盼盼。大熊猫“盼盼”是1990年北京亚运会的吉祥物，由来自长春电影制片厂的美术设计师，现国家一级美术师刘忠仁以福州熊猫世界的熊猫“巴斯”为原型设计。,0.71484375
"餐饮行业中,对于制作面点,以及相关面食制作的厨师,从颜色上划分为什么案的厨师?","白案。“红案”主要指肉菜和装碗、蒸碗的烹饪范畴,包括红烧肉、酥肉、蜂蜜肉、糟肉、排骨、肉...“白案”餐饮行业中对于制作面点，以及相关面食制品的工作的代称",0.765625
《你是我的眼》是由哪位盲人歌手原唱的?,刘若英。《一辈子的孤单》原唱刘若英,0.7734375
一般钢琴有多少个白键?,52。最常见的88键钢琴包括52个白键和36个黑键,0.80078125
"""lol""是哪个竞技类游戏的英文缩写?",英雄联盟。末日使者-费德提克是竞技类网游英雄联盟（简称lol）的一名法师类英雄。,0.70703125
尼采的哪一本书对酒神和日神做出了精辟的分析,悲剧的诞生。在《悲剧的诞生》中，尼采运用了酒神-日神精神，他以醉境和梦境分别形容酒神状态和日神状态,0.83203125
世界第一条地铁在1863年建于什么地方,伦敦。世界上第一条地铁在1863年建于：【伦敦】,0.87890625
河北河南以何为界？,黄河。河南、河北以黄河为界，河南在黄河以南，河北在黄河以北,0.82421875
武则天是哪个朝代的人?,康熙。历史执政最久的皇帝是康熙皇帝,0.7109375
沿用1300多年的科举制度废除的时间是哪年？,1905年。在我国沿用了1300多年的科举考试制度正式废除是在1905年，故选d,0.8828125
炸碉堡的叫董什么？,董存瑞。董存瑞炸碉堡，黄继光堵枪眼，邱少云被焚烧都是假的，作者杜撰出来的,0.66015625
一辈子的孤单是谁唱的,刘若英。《一辈子的孤单》原唱刘若英,0.734375
毛泽东出生于什么地方?,湖南。岳阳（湖南省辖市）,0.671875
丑小鸭是哪个丹麦作家的作品,安徒生。安徒生是——丹麦——19世纪著名童话作家代表作品《丑小鸭》、《国王的新衣》和《豌豆公主》等,0.76953125
武则天萧蔷的扮演者是谁,孙佳奇。武媚娘传奇萧蔷的扮演是孙佳奇,0.87109375
